wid,weibo_link,content,img_urls,origin_img_urls,is_origin,location,publish_time,publish_tool,like_num,forward_num,comment_num
N1iKg3bFN,https://weibo.cn/comment/N1iKg3bFN?uid=2014433131&rl=0#cmtfrm,量不够，所以比较博弈，估计量不够的原因，还是部分资金想等周末预期明朗。  ,,无,True,无,2023-05-19 13:35,微博网页版,2224,14,69
N1im9aACi,https://weibo.cn/comment/N1im9aACi?uid=2014433131&rl=0#cmtfrm,这段文字，是4月5号码的，今天被各种转回来问我。GPT做小，然后装进手机，这是必然的。移动互联网是当代最有效的技术底层，AI必然也会在这个底层发展。只不过我预判早了一个多月，还吃了一个边缘侧的过山车。当时那些个哔哔一季度业绩不好，这是画饼的研究员，是不是欠我一个抱歉，这不，真装进手机了...全文 原图 ,http://ww2.sinaimg.cn/large/7811cf6bly1he3krzsrchj20pf0mtk14.jpg,无,True,无,2023-05-19 12:35,微博网页版,2661,198,246
N1gSQFoLU,https://weibo.cn/comment/N1gSQFoLU?uid=2014433131&rl=0#cmtfrm,越来越觉得，openai的产品未来是windows，然后国内这些做大模型的，是信创。关键是，做信创的说，你看，我无需万卡也能做出来，这种论调，听起来越来越像当年的汉芯丑闻。小马哥说得对，这些为了市值放炮的，会耽误事。空谈误国。  ,,无,True,无,2023-05-19 08:51,微博网页版,2865,73,236
N1gMUzYXb,https://weibo.cn/comment/N1gMUzYXb?uid=2014433131&rl=0#cmtfrm,今天峰会开始，坐等报道达成了西向通道的哪些关键合作。与此同时，阿拉伯世界也在举办阿盟峰会。中国+中亚五国+阿盟，西向通道的格局基本打开了。G7也在这个周末，主办国小鬼子一个劲上蹿下跳，但到目前外长会、财长会都没有达成什么实际的协议。最近看了一些相对严肃和专业的分析，综合下来，美国人...全文 ,,无,True,无,2023-05-19 08:36,微博网页版,3740,198,232
N1bcMreQz,https://weibo.cn/comment/N1bcMreQz?uid=2014433131&rl=0#cmtfrm,朋友的公司，春节裁掉了五个贵的，打算换成新人。然后在历尽三轮招聘，三轮试用后，召回了三个被裁的老员工。其它两个一个离开了北京，另一个找到了工作。而这三批应届生，只留下一个。他的总结是：一言难尽，一言难尽，一言难尽。  ,,无,True,无,2023-05-18 18:23,iPhone 14 Pro Max,5927,159,537
N19dYe4Un,https://weibo.cn/comment/N19dYe4Un?uid=2014433131&rl=0#cmtfrm,清一清各种杂七杂八的仓位，前两周猥琐发育，品种搞多了看不过来。从上个月过来，净值被两轮A杀，一轮是格局了下半导体，给我摁个坑，最近猥琐发育，靠着电桩、PET这个坑填了。第二轮是格局算力被A杀，这个还没填掉。如果再给一两周良性轮动，估计能给填了。亏钱一眨眼就能办到，回本太难了。  ,,无,True,无,2023-05-18 13:21,微博网页版,3209,30,276
N17WO2mYr,https://weibo.cn/comment/N17WO2mYr?uid=2014433131&rl=0#cmtfrm,"转发理由:1、2反馈的比较好，但市场确实量不够，需要放量才能向后轮。  
原始用户: 唐史主任司马迁
转发内容: 早上要出门办点事，简单聊一下1、外盘算力反馈比较好，昨天盘面算力也有所企稳，今天且看有没有持续性。应用方向，游戏强于传媒。2、TSL昨天的机器人发布以及英伟达的具身智能阐述，都指向了机器人方向，且工业母机本身也有独立的预期，观察是否有共振。3、电力电网的方向，一方面是电改背景下新型...全文 ",无,,False,无,2023-05-18 10:06,微博网页版,1482,18,55
N16ZVe0Rq,https://weibo.cn/comment/N16ZVe0Rq?uid=2014433131&rl=0#cmtfrm,早上要出门办点事，简单聊一下1、外盘算力反馈比较好，昨天盘面算力也有所企稳，今天且看有没有持续性。应用方向，游戏强于传媒。2、TSL昨天的机器人发布以及英伟达的具身智能阐述，都指向了机器人方向，且工业母机本身也有独立的预期，观察是否有共振。3、电力电网的方向，一方面是电改背景下新型...全文 ,,无,True,无,2023-05-18 07:41,微博网页版,3543,186,233
N11g2wETU,https://weibo.cn/comment/N11g2wETU?uid=2014433131&rl=0#cmtfrm,我们国家是义务兵制，义务兵，是不拿钱的。别拿那一点点退伍的钱说事，退伍了，还在预备役，若有战召必回。一定要说军官薪水“高”，你试试看看军机飞行员转民航的薪水差。拿这么些钱，常年累月高纪律标准，高强度作训，核心驱动至少一半是使命感责任感。这还是和平的时候。而战时呢？他们的自我期...全文 ,,无,True,无,2023-05-17 17:04,iPhone 14 Pro Max,30131,2171,994
N0YV8qvK2,https://weibo.cn/comment/N0YV8qvK2?uid=2014433131&rl=0#cmtfrm,军工资金猥琐进村几天了，今天有点跃跃欲试了。会玩的才玩哈，不会玩的直接去买几盒高级香烟抽抽，也算炒军工了。  ,,无,True,无,2023-05-17 11:07,微博网页版,3018,23,217
N0Yzp3nUO,https://weibo.cn/comment/N0Yzp3nUO?uid=2014433131&rl=0#cmtfrm,算力有企稳迹象了，后续AI想大批量讲故事比较难，尤其是被大量融券的票，讲故事会比较难。AI接下来要涨，需要有一定投研深度了。市场进入均衡状态了，不用担心会暴跌啥的，根据自己做轮动的水平，来决定是否参与吧  ,,无,True,无,2023-05-17 10:13,微博网页版,2732,46,140
N0YaK8z22,https://weibo.cn/comment/N0YaK8z22?uid=2014433131&rl=0#cmtfrm,中芯说了三次，DDIC、LED驱动芯片需求显著恢复，然后有些电子狗还在抠消电高频，这是啥毛病？要不，您去做手机黄牛党吧，更合适些。越来越明白，啥叫同行相轻了。因为同行才能看到同行有多恶心。你看空整个中国半导体行业，从光刻机到二极管通通看空，那你看电子干嘛啊？买个英伟达不会让你变成伊万...全文 ,,无,True,无,2023-05-17 09:12,微博网页版,3631,77,245
N0XPGDiXI,https://weibo.cn/comment/N0XPGDiXI?uid=2014433131&rl=0#cmtfrm,我方和荷兰通话，希望荷兰秉持契约精神，坚持市场原则、世贸规则，维护中荷两国和双方企业共同利益，维护全球产业链供应链畅通。结合此前高级别访问及参观的企业，懂的都懂。半导体昨天也基于基本面预期，周期类走好。前一轮快速上涨快速下跌，经历一轮证实证伪后，基于二季度能见度，又开始一轮基于...全文 ,,无,True,无,2023-05-17 08:21,微博网页版,5539,449,582
N0S2Y88Uc,https://weibo.cn/comment/N0S2Y88Uc?uid=2014433131&rl=0#cmtfrm,"转发理由:有两条狗，一条叫脱口秀，一条叫脱口秀的粉丝。冒犯得很没有水平，对不住了两条狗。  魏先生别怕这些狗，您姓的是魏征的魏。  
原始用户: 环球时报
转发内容: 【#曝光HOUSE不当言论男子称遭网暴#：录音属实，希望你们明白是非】@极目新闻 ：5月13日，笑果文化脱口秀演员HOUSE（李昊石）近日在表演时，所用的包袱被指侮辱人民子弟兵，已被笑果文化无限期停止演出工作。另据北京晚报，北京市文化执法总队已对相关公司进行立案调查。目前，现场的不当言论已在网络...全文 原图 ",无,http://ww1.sinaimg.cn/large/0029D7FZgy1he03bmojifj60xc0lwq5p02.jpg,False,无,2023-05-16 17:37,iPhone 14 Pro Max,5973,349,508
N0Q7bfn1g,https://weibo.cn/comment/N0Q7bfn1g?uid=2014433131&rl=0#cmtfrm,MR咱们这应该人均耳熟能详，没啥好聊的啊。尬聊？交易的核心就两个：1、是否是6月发布9月出货。如果是，这个位置推上去，如果不是，推上去A一下，再推上去。2、只能交易确定能拿到单子的标的，讲故事的千万别碰，因为讲故事的不是被股友证伪，是会被苹果证伪。苹果证伪A杀下来，跑不掉。3、要信早...全文 ,,无,True,无,2023-05-16 12:42,微博网页版,2306,35,117
N0Pi73BNv,https://weibo.cn/comment/N0Pi73BNv?uid=2014433131&rl=0#cmtfrm,“生意模式很差”的行业，今年往往有预期差，毕竟“差”，所以有一点改善就超预期。这种预期差，之前在充电桩，目前看，封测也逐步形成这种预期差了，如果认真去看，二季度封测的能见度不错了。  ,,无,True,无,2023-05-16 10:36,微博网页版,2340,54,116
N0PcDgMg6,https://weibo.cn/comment/N0PcDgMg6?uid=2014433131&rl=0#cmtfrm,"转发理由:dlsbxny涨的少的还在走自己的趋势，涨多了的内部轮动，到目前没有成为谁的血包，所以抽血论可以放下了，正常看轮动吧。算力还在调整中，所以，前期涨多了的AI杂毛跌得比较凶。  
原始用户: 唐史主任司马迁
转发内容: 电力也提前喊过了吧，新能源也哔哔多次了。今天反馈的就是dlsbxny。不过现在去追没啥意思，搞不好，轮动一下又到母机军工了。反正就是低位轮动。然后半导体在G7之后，要么反馈扩产，要么反馈自主可控，两样总有一样。AI今天就剩教育还在抱团，我还是原来的看法：算力没有调整到位，算力没有有效反...全文 ",无,,False,无,2023-05-16 10:22,微博网页版,1321,14,76
N0Ou0c12k,https://weibo.cn/comment/N0Ou0c12k?uid=2014433131&rl=0#cmtfrm,昨天市场反弹，反弹呈现底部轮动的模式，AI主要品种继续调整。成交量小有恢复，接近9400亿，离前期交投活跃的水平，还少了一千多亿。市场此前担忧，大盘股快速抬升后的回调是否会造成流动性被套牢，我个人觉得不会，毕竟全中的流动性好，想走还是可以走的。小盘股A杀反而会造成流动性的永久损伤，因为...全文 ,,无,True,无,2023-05-16 08:32,微博网页版,3627,219,257
N0K6CjHEi,https://weibo.cn/comment/N0K6CjHEi?uid=2014433131&rl=0#cmtfrm,美国5月纽约联储制造业指数-31.8，预期-2.5，前值10.8哦吼  ,,无,True,无,2023-05-15 21:24,微博网页版,3093,66,311
N0GWuhH8K,https://weibo.cn/comment/N0GWuhH8K?uid=2014433131&rl=0#cmtfrm,这个财神咒指导也太具体了：XXXX，XXXX，梭哈  原图 ,http://ww1.sinaimg.cn/large/7811cf6bly1hdyzvjsfrfj22c0340qv6.jpg,无,True,无,2023-05-15 13:21,iPhone 14 Pro Max,2599,80,236
N0FFggw9p,https://weibo.cn/comment/N0FFggw9p?uid=2014433131&rl=0#cmtfrm,电力也提前喊过了吧，新能源也哔哔多次了。今天反馈的就是dlsbxny。不过现在去追没啥意思，搞不好，轮动一下又到母机军工了。反正就是低位轮动。然后半导体在G7之后，要么反馈扩产，要么反馈自主可控，两样总有一样。AI今天就剩教育还在抱团，我还是原来的看法：算力没有调整到位，算力没有有效反...全文 ,,无,True,无,2023-05-15 10:05,微博网页版,3118,82,246
N0Fk6BdC0,https://weibo.cn/comment/N0Fk6BdC0?uid=2014433131&rl=0#cmtfrm,可能是吃的药里有帮助睡眠的成分，睡过头了。今天裸开了。整体来看，如果AI反弹个股带不动盘面，那么低位逻辑会继续强化。不用太悲观，但量恢复之前，也别太乐观。  ,,无,True,无,2023-05-15 09:13,微博网页版,2684,13,168
N0novdfLy,https://weibo.cn/comment/N0novdfLy?uid=2014433131&rl=0#cmtfrm,分享图片  原图 ,http://ww2.sinaimg.cn/large/7811cf6bly1hdwlmfx4uwj21400u012v.jpg,无,True,无,2023-05-13 11:35,iPhone 14 Pro Max,2862,9,328
N0iyXvuhv,https://weibo.cn/comment/N0iyXvuhv?uid=2014433131&rl=0#cmtfrm,1.无效社交大多数是愉悦的，因为在无效社交中，你可以随心所欲地选择社交对象。但有效社交往往要磨合人的事、事的事，会让人痛苦。把无效社交的感官体验强加到有效社交上，是舍本逐末。2.有效社交的核心元素是：互相了解、信任与包容、共同利益。互相了解不是单一的背景了解性格了解，而是在处理人...全文 ,,无,True,无,2023-05-12 23:17,iPhone 14 Pro Max,4055,645,272
N0io4Evaa,https://weibo.cn/comment/N0io4Evaa?uid=2014433131&rl=0#cmtfrm,约了一个专家，十来分钟聊完了。专家说：你问的其余问题我不好讲，能讲的已经讲完了，要不先到这吧，其它的你也懂。然后又说计费和平台协调一下，按一个小时太亏了。就回答的问题来看，真专家。以后真专家不好聊了。  ,,无,True,无,2023-05-12 22:50,iPhone 14 Pro Max,2464,17,166
N0facw2fY,https://weibo.cn/comment/N0facw2fY?uid=2014433131&rl=0#cmtfrm,一般这么跌的时候，我都会买一些，尽个多头义务。但今天下午看了一个小时，也没想好买点啥，总不能去买ETF吧  ,,无,True,无,2023-05-12 14:38,微博网页版,3465,23,463
N0dwyhZl7,https://weibo.cn/comment/N0dwyhZl7?uid=2014433131&rl=0#cmtfrm,"转发理由:周一就明确看回归均衡，不要把锅甩我头上。至于AI，我再说一遍，我看好行业，但不看好现在的粪坑故事。啥时候算力调整完，啥时候下一波开始。至于大模型，啥时候双新审核出结果，啥时候开始优选。应用画饼后面越来越难，要有真东西。不要再讲“抽血”的故事了，四月过来的机构都亏钱的，没人信了。  
原始用户: 唐史主任司马迁
转发内容: 财经委会议各方解读已经很多了，短期对市场的正向影响，已经体现在周末的情绪里。从中期看，参与两个主题汇报的职能部委，后续大概率会落实会议进行，出一些行业政策的，这是后续跟踪的重点。至于长期影响，也就是明确了实体经济和底层人口素质的重要性。这两个命题放在一起讨论，是明显有着面向长期产...全文 ",无,,False,无,2023-05-12 10:27,微博网页版,2261,87,172
N0cUV92ZH,https://weibo.cn/comment/N0cUV92ZH?uid=2014433131&rl=0#cmtfrm,有些东西逻辑完全不禁推敲比如，一个女网红，做AI分身，可以覆盖几十倍的粉丝，然后赚大钱。故而推导出：所有明星都可以做分身，增量覆盖几十倍人，经纪合同大赚。我勒个去，刘德华覆盖了一亿多人，然后你还要他几十倍？咱先去格陵兰给人装5G吧。中国演艺行业协会里头的几千个亿人，人人都有大几千...全文 ,,无,True,无,2023-05-12 08:54,微博网页版,3750,104,409
N0cNnFNNB,https://weibo.cn/comment/N0cNnFNNB?uid=2014433131&rl=0#cmtfrm,昨天市场开始出现显著缩量，前期热门股除了传媒外，都在回调。这个回调是在预期内的，虽然还会呈现抵抗式下跌的模式，但在缩量筑底之前，高位回调还会继续。场外原因很清晰了，四月的信贷数据要被诠释为通缩症候也不难。至于场内我前几天也说过了，4月漂移出来做AI的基金，不少亏了十几个点，市场“Ai...全文 ,,无,True,无,2023-05-12 08:36,微博网页版,3858,170,364
N04oT0TNe,https://weibo.cn/comment/N04oT0TNe?uid=2014433131&rl=0#cmtfrm,汽车、新能源这种，其实不大适合做扩散。反弹本来就是要打高度，你做一堆扩散，核心没有高度了，咋扩散。说白点，还是各人都有自己的票要救导致的。所以更多还是看趋势吧，放低斜率的要求。低位轮动今天到母机了，这个也是很确定的扶持方向，只是市场关注度不如半导体而已。  ,,无,True,无,2023-05-11 11:13,微博网页版,3247,50,168
MFSsnyZyM,https://weibo.cn/comment/MFSsnyZyM?uid=2014433131&rl=0#cmtfrm,"转发理由:创板率先翻红，且看持续性  
原始用户: 唐史主任司马迁
转发内容: 倾向创板指数会在本周或者下周G7磨出底部，科创板指数跌幅大致完成了，还需要时间整理。  ",无,,False,无,2023-05-10 11:18,微博网页版,2210,20,126
MFSpmeCQG,https://weibo.cn/comment/MFSpmeCQG?uid=2014433131&rl=0#cmtfrm,汽车的先导是商用车，这个喊过很多次了，但别追了；电池的先导是PET，这个信号很明显，但别追了；汽车周边，先导是充电桩，这个也喊很多次，但别追了；整车和汽配有不少触底的，锂价最近也稳了。或许只是交易一下高频数据。但即使在这里WWWWWW，也是底部震荡。从数据来看到北京车展的时间点，肯定...全文 ,,无,True,无,2023-05-10 11:10,微博网页版,3016,120,218
MFRT83fAA,https://weibo.cn/comment/MFRT83fAA?uid=2014433131&rl=0#cmtfrm,倾向创板指数会在本周或者下周G7磨出底部，科创板指数跌幅大致完成了，还需要时间整理。  ,,无,True,无,2023-05-10 09:51,微博网页版,2851,74,187
MFRnm2K5H,https://weibo.cn/comment/MFRnm2K5H?uid=2014433131&rl=0#cmtfrm,昨天盘面博弈很厉害，周一还是中字头和AI良性轮动，周二大金融走强后，市场就崩了。虽然交易量还在攀升，但这三个胖子也太胖了些，一起出门门又挤塌了。就一般经验而言，今天明天是要进行修复的。但从催化上看，这几天可能出现一些更为吸睛的催化，原来是三个板块博弈，后面可能是4个板块博弈。基于这...全文 ,,无,True,无,2023-05-10 08:32,微博网页版,3792,150,282
MFKBa1zfu,https://weibo.cn/comment/MFKBa1zfu?uid=2014433131&rl=0#cmtfrm,"转发理由:新兵怕炮，老兵怕号。凡属一起喊口号，就要亏钱。 但只要交易量在，震完修复就是了。  
原始用户: 唐史主任司马迁
转发内容: 早上有点事，就不码字了。高股息低PB个股上涨，不管是银行下调存款利率，还是险资调整会计准则，亦或国家队得到资本补充，不管是啥解释，核心还是高股息+低PB。这和什么价值年什么中特估关系不大，这些标签不外乎是想多忽悠一些场内资金来，但这些东西会涨，更多是因为场外有钱来。场外有钱来，最终...全文 ",无,,False,无,2023-05-09 15:17,微博网页版,2854,37,303
MFHPCjnMc,https://weibo.cn/comment/MFHPCjnMc?uid=2014433131&rl=0#cmtfrm,早上有点事，就不码字了。高股息低PB个股上涨，不管是银行下调存款利率，还是险资调整会计准则，亦或国家队得到资本补充，不管是啥解释，核心还是高股息+低PB。这和什么价值年什么中特估关系不大，这些标签不外乎是想多忽悠一些场内资金来，但这些东西会涨，更多是因为场外有钱来。场外有钱来，最终...全文 ,,无,True,无,2023-05-09 08:15,iPhone 14 Pro Max,3658,110,362
MFzmsjQI8,https://weibo.cn/comment/MFzmsjQI8?uid=2014433131&rl=0#cmtfrm,今天走得比较健康，只要不是长期一家独大的格局，能轮动起来，那么一万亿以上的交易量是可以支撑三个主线轮动上涨的。  ,,无,True,无,2023-05-08 10:41,微博网页版,3203,29,221
MFyF4u8Tl,https://weibo.cn/comment/MFyF4u8Tl?uid=2014433131&rl=0#cmtfrm,"转发理由:我国可重复使用试验航天器成功着陆【新华社】是这个，去年8月发射的。 下一步，坐等大功率一级火箭回收试验了。  
原始用户: 共青团中央
转发内容: 【#我国可重复使用试验航天器成功发射# ：为和平利用太空提供技术支撑】2022年8月5日，我国在酒泉卫星发射中心，成功发射一型可重复使用的试验航天器。试验航天器将在轨运行一段时间后，返回国内预定着陆场，其间，将按计划开展可重复使用和在轨服务技术验证，为和平利用太空提供技术支撑。（新华社）...全文 原图 ",无,http://ww4.sinaimg.cn/large/004isIazly1h4vk539ysrj60dx0bbdgh02.jpg,False,无,2023-05-08 08:54,微博搜索,1828,56,77
MFyt8BAhq,https://weibo.cn/comment/MFyt8BAhq?uid=2014433131&rl=0#cmtfrm,财经委会议各方解读已经很多了，短期对市场的正向影响，已经体现在周末的情绪里。从中期看，参与两个主题汇报的职能部委，后续大概率会落实会议进行，出一些行业政策的，这是后续跟踪的重点。至于长期影响，也就是明确了实体经济和底层人口素质的重要性。这两个命题放在一起讨论，是明显有着面向长期产...全文 ,,无,True,无,2023-05-08 08:25,微博网页版,3525,244,222
MFqtvcDNY,https://weibo.cn/comment/MFqtvcDNY?uid=2014433131&rl=0#cmtfrm,最近这几天，电子（半导体）的买方和卖方都在反思，为啥这么多A杀回来。面上看，这是股价的问题，但深度分析下来，更多是二级认知问题和估值模型问题。当下的状况是，不管是买方还是卖方，大多数研究员都是理工科出身，很容易基于当下的数字来看待问题，面对数字，自然会严谨到甚至刻板。和其他行业...全文 原图 ,http://ww3.sinaimg.cn/large/7811cf6bly1hdporul3q1j20rg0iw41z.jpg,无,True,无,2023-05-07 12:03,微博网页版,6218,756,611
MF7hjqhMd,https://weibo.cn/comment/MF7hjqhMd?uid=2014433131&rl=0#cmtfrm,轮动证券可以理解，银保和证券关系比较紧密。但地产突然拉起来就不理解了。  ,,无,True,无,2023-05-05 11:11,微博网页版,3105,35,359
MF611BIZj,https://weibo.cn/comment/MF611BIZj?uid=2014433131&rl=0#cmtfrm,今天再交易一天，又是周末，盘面最重要的任务，是选出下周的方向。游戏传媒的不少股票，都到了十个交易日翻倍的监管门槛，按照以往的经验，这部分可能要歇一歇。不排除个别股票会被推出去试水监管态度，但相对谨慎的资金在这个位置，会寻找其他的方向。算力、大模型、应用这三个板块，按照以往的经...全文 ,,无,True,无,2023-05-05 07:58,微博网页版,4491,341,366
MF0CBzTn8,https://weibo.cn/comment/MF0CBzTn8?uid=2014433131&rl=0#cmtfrm,全攻全守必然净值大起大落，不仅要求心理承受能力要强，对操作胜率的要求也更高。攻守兼备的配置模式，收益必然会被拖累，但如果心态不好，反复横跳，也会两头挨打。Ai、中字头和半导体这三个板块开年来都提供了足够多的跑赢市场平均收益的机会。但大概率有很多人是三个板块都参与了，还亏钱。杀猪...全文 ,,无,True,无,2023-05-04 18:14,iPhone 14 Pro Max,3305,63,279
MEXuipxww,https://weibo.cn/comment/MEXuipxww?uid=2014433131&rl=0#cmtfrm,节前增配的防御品种在上涨，对冲了前期强势品种的下跌，今天估计又是青翼蝠王吸自己血，白玩。  ,,无,True,无,2023-05-04 10:16,微博网页版,2674,7,160
MEWSL7Wx8,https://weibo.cn/comment/MEWSL7Wx8?uid=2014433131&rl=0#cmtfrm,"转发理由:回复@Ultra2023:三代半导体是自身行业逻辑，和AI、半导体设备这种没啥直接关联。我还是原来的观点，什么时候三代半导体走独立趋势，那么意味着半导体独立行情开始。//@Ultra2023:英飞凌签约国产碳化硅  
原始用户: 唐史主任司马迁
转发内容: 这个节假日，财经方面的信息并不多。沟通了一圈，正经在投研的不多，大家都在过节的状态，毕竟是疫后第一个大节假。估计本周这两个交易日，除了反馈节假期间的累积因素外，会相对清淡。首先负面的因素汇总一下。美国的中小银行危机还在继续，之前咱们也聊过，只要加息还在继续，且没有强干预，那么...全文 原图 ",无,http://ww4.sinaimg.cn/large/7811cf6bly1hdlfjfpntaj22461557p6.jpg,False,无,2023-05-04 08:43,iPhone 14 Pro Max,1750,72,82
MES7gAcB4,https://weibo.cn/comment/MES7gAcB4?uid=2014433131&rl=0#cmtfrm,关于“饱满”这次出行的时候，遇到了一位很有意思的小学老师。有点发福，目测一百七八十斤。是因为没有票，所以买了前舱。一般而言，第一次坐前舱，多少会有一些局促感，但是她没有，既没有紧张也没有不安，倒是充满了新奇感和探索的乐趣。因为坐得临近，所以她会问我这个那个，我和她说，您是教书...全文 ,,无,True,无,2023-05-03 20:35,微博网页版,4455,169,280
MES3HeJHZ,https://weibo.cn/comment/MES3HeJHZ?uid=2014433131&rl=0#cmtfrm,这个节假日，财经方面的信息并不多。沟通了一圈，正经在投研的不多，大家都在过节的状态，毕竟是疫后第一个大节假。估计本周这两个交易日，除了反馈节假期间的累积因素外，会相对清淡。首先负面的因素汇总一下。美国的中小银行危机还在继续，之前咱们也聊过，只要加息还在继续，且没有强干预，那么...全文 原图 ,http://ww4.sinaimg.cn/large/7811cf6bly1hdlfjfpntaj22461557p6.jpg,无,True,无,2023-05-03 20:26,微博网页版,5276,435,351
MEEjCyYvv,https://weibo.cn/comment/MEEjCyYvv?uid=2014433131&rl=0#cmtfrm,过节有点过傻了，都有啥重要资讯？  ,,无,True,无,2023-05-02 09:27,iPhone 14 Pro Max,3220,27,377
ME6aNefls,https://weibo.cn/comment/ME6aNefls?uid=2014433131&rl=0#cmtfrm,分享图片  [组图共2张] 原图 ,http://ww2.sinaimg.cn/large/7811cf6bly1hdfldz9pdrj20u01t1afk.jpg http://ww3.sinaimg.cn/large/7811cf6bly1hdfldzst53j20m90njwhb.jpg,无,True,无,2023-04-28 18:32,iPhone 14 Pro Max,3153,118,319
ME5qYi8fr,https://weibo.cn/comment/ME5qYi8fr?uid=2014433131&rl=0#cmtfrm,节日快乐🍾️🎉🎆  ,,无,True,无,2023-04-28 16:39,iPhone 14 Pro Max,3560,8,531
ME4K5v6Dq,https://weibo.cn/comment/ME4K5v6Dq?uid=2014433131&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 解放军报
转发内容: 【中共中央政治局召开会议 分析研究当前经济形势和经济工作 中共中央总书记习近平主持会议】中共中央政治局4月28日召开会议，分析研究当前经济形势和经济工作。中共中央总书记习近平主持会议。　　会议认为，今年以来，在以习近平同志为核心的党中央坚强领导下，各地区各部门更好统筹国内国际两个大局...全文 原图 ",无,http://ww2.sinaimg.cn/large/002ujtFnly1hdfemc9a1aj60j10j140k02.jpg,False,无,2023-04-28 14:54,iPhone 14 Pro Max,1193,80,65
MDWYDwmRX,https://weibo.cn/comment/MDWYDwmRX?uid=2014433131&rl=0#cmtfrm,19-23年这波股民，其实没有遭受过多少毒打。没有经历过漫长的09-13年，没有听过小王熔断后下班的笑话，也没有见过全世界都没有的价值投资运动，没有学习过“L”。所以他们现在觉得难受很正常，毕竟19-23会抱团就能赚钱，而在这之前，我们经历的是，很多时候不管怎么做都亏钱。只要想想“不管怎么做...全文 ,,无,True,无,2023-04-27 19:07,iPhone 14 Pro Max,5375,104,735
MDT0OlnyX,https://weibo.cn/comment/MDT0OlnyX?uid=2014433131&rl=0#cmtfrm,简单主观判断一下1、一季报接近尾声，本季过于强调业绩，行业周期、产业估值将逐步回归；2、超跌部分开始修复，对于公募而言，如果买入后三个季度可以锁定20%的空间，那么他们就会买，毕竟年化20%的业绩表现，对他们来说已经非常可以。3、AI本身进入去伪存真的阶段，消费资金调仓完毕后，市场将进...全文 ,,无,True,无,2023-04-27 09:02,微博网页版,4128,253,328
MDL7JrBie,https://weibo.cn/comment/MDL7JrBie?uid=2014433131&rl=0#cmtfrm,看一下上证指数的低点，从2018年过来，分别是：贸易战第一轮、加征关税、武汉封城、全国疫情第一轮、上海封城、管控放松。在这过程中，科技战、地缘紧张，俄乌冲突，联储加息等等，一直都存在，环境就从来没有轻松过。主导触底的，大多还是内因。现在不外乎是政策刺激强度的问题，内需和出口恢复速...全文 ,,无,True,无,2023-04-26 12:57,微博网页版,3552,107,317
MDKjnDwjV,https://weibo.cn/comment/MDKjnDwjV?uid=2014433131&rl=0#cmtfrm,创业板触达上次底部，开始修复，看创成长ETF比创指ETF，更有前瞻性。  原图 ,http://ww2.sinaimg.cn/large/7811cf6bly1hdcwuo1fzlj211t0kvk6f.jpg,无,True,无,2023-04-26 10:53,微博网页版,3054,61,208
MDJhfu1Zs,https://weibo.cn/comment/MDJhfu1Zs?uid=2014433131&rl=0#cmtfrm,晚间偏利好的消息较多，微软、米哈游这种非A股利好也可以缓解情绪。算力方向、设备方向，都有业绩反馈。设计这种利空施放也接近尾声。或许还有因为筹码结构而惯性下跌的，但今天分化企稳的概率较大。我已经进入半休假状态，有机会的话，跟着盘面拿点五一后要做的品种。没机会就休息。今天就不码长...全文 ,,无,True,无,2023-04-26 08:15,iPhone 14 Pro Max,3432,34,277
MDF01iPpR,https://weibo.cn/comment/MDF01iPpR?uid=2014433131&rl=0#cmtfrm,私信我其实没多大作用，大多数都是漠视周期和行业景气度被套，然后叠加最近两个月的抽血伤害。这种其实我没好建议。很多套，即使基本面不错，也要两年才能解，比如最近的游戏传媒，里面的人少说也套了两年。  ,,无,True,无,2023-04-25 21:21,iPhone 14 Pro Max,3503,47,448
MDC2srhTD,https://weibo.cn/comment/MDC2srhTD?uid=2014433131&rl=0#cmtfrm,市场总是在进化，不管适应还是不适应，节奏都会随着信息的扁平化和量化占比提升而变快。我总结了最近操作的几条经验：1、底部交易确定性时要像量化，底部买够。分批逐次交易成本会被快速提高。2、不要在非主线的地方拿着基本面不行的个股等兑现，尤其是业绩期。3、降杠杆要快，哪怕降错了错过机会...全文 ,,无,True,无,2023-04-25 13:49,微博网页版,4443,370,499
MDAFijB8D,https://weibo.cn/comment/MDAFijB8D?uid=2014433131&rl=0#cmtfrm,这市场太极致了，量化现在不足助跌，是直接往跌停摁。  ,,无,True,无,2023-04-25 10:19,微博网页版,4482,32,576
MDA0y9ZfM,https://weibo.cn/comment/MDA0y9ZfM?uid=2014433131&rl=0#cmtfrm,先复盘一下本轮调整。从上周开始，市场就开始博弈月底的政策指向及空间。原来市场是预期有类似强刺激的政策，所以对指数以及指向强复苏的品种都有较大的预期。但连续几个重要部门的吹风都和市场的预期不一致，所以借着AI+半导体冲高，开始调整，且调整的过程用了中特估作为殿后品种。从既往的经验来看...全文 ,,无,True,无,2023-04-25 08:39,微博网页版,3975,145,279
